lat,lon,District,TEHSIL,elevation,slope,aspect,roughness,dist_to_road,dist_to_building,dist_to_river,building_density,landuse_type,ndvi,rainfall_7day,rainfall_15day,label,Exposure
31.80019696,76.7609,MANDI,DHARAMPUR,646,10.247347,333.43494,14.0,75.29671830995223,373.9618476355939,137.94362731589064,1,residential,0.5167665,31.966,69.861,1,At Risk
31.0651205682,77.1702,SHIMLA,SHIMLA,1728,31.119932,172.30394,46.0,45.311528247772934,601.9007798917451,778.6974916088583,29,forest,0.59014726,28.054,61.396,1,At Risk
31.1036959769,77.6503,SHIMLA,JUBBAL,2287,25.889961,119.981636,40.0,10.181494161146937,1241.457064444549,418.028746213059,0,residential,0.71079135,28.054,61.396,1,At Risk
31.2998007812,77.4503,SHIMLA,KUMHARSAIN,1867,24.09558,49.3987,41.0,23.589308507544942,1982.4735882063046,1231.6582003082806,0,forest,0.7792047,23.856,52.159,1,At Risk
31.70406067,76.9279,MANDI,BALICHAUKI,785,28.38737,321.07245,38.0,0.3363507814282151,327.15962956223535,166.14544533685466,24,residential,0.1503017,31.966,69.861,1,At Risk
31.096425211,77.4066,SHIMLA,THEOG,1392,35.098526,203.0255,55.0,1.9263259883714832,435.20756738964445,193.75475678557817,1,forest,0.39350182,28.054,61.396,1,At Risk
31.1044956586,77.7729,SHIMLA,JUBBAL,1387,19.693779,341.56506,26.0,47.35702467247195,1703.6075949149194,4.7307003101331935,0,forest,0.8088154,28.054,61.396,1,At Risk
31.2220809374,76.9531,SOLAN,ARKI,1607,19.600739,272.60257,25.0,30.291538067619626,1796.5989829215735,1678.5026007174924,0,forest,0.5483244,32.704,71.527,1,At Risk
31.81914173,76.9405,MANDI,PADHAR,1149,23.527336,254.93152,30.0,109.17873602731076,481.15747048399345,1085.6754683569259,1,forest,0.43786296,31.966,69.861,1,At Risk
32.5602550236,76.128,CHAMBA,CHAMBA,954,18.83441,328.57043,34.0,45.67252618152508,312.8433939174157,196.60121161335505,11,residential,0.26509675,34.019,74.359,1,At Risk
31.1032051054,77.7898,SHIMLA,JUBBAL,1694,25.877468,270.0,31.0,256.4285158465491,1710.3738056615803,126.25433667609549,0,forest,0.57711834,28.054,61.396,1,At Risk
31.78316133,76.9379,MANDI,BALICHAUKI,1008,28.29054,147.26477,44.0,19.279368930788486,2979.757342803554,1199.2333302305835,0,forest,0.32222506,31.966,69.861,1,At Risk
31.81974266,76.7693,MANDI,DHARAMPUR,707,17.342897,68.74949,25.0,100.23288267899697,2054.7085631818336,281.3177251107321,0,forest,0.4416723,31.966,69.861,1,At Risk
31.7115789176,76.6283,HAMIRPUR,BAMSAN,1108,14.640095,201.80142,19.0,9.032645757630126,2611.6354007473715,851.7130011171133,0,forest,0.37424374,31.966,69.861,1,At Risk
31.2897577985,76.9268,SOLAN,ARKI,1096,41.876286,129.14398,81.0,17.269291535085344,2630.3629144447555,556.4733770279591,0,nature_reserve,0.36936936,32.704,71.527,1,At Risk
30.8345190625,76.9853,SOLAN,KASAULI,882,21.343374,155.55603,31.0,61.791753611351965,1569.7435410923954,241.4134105128077,0,forest,0.43240973,32.197,70.464,1,At Risk
31.94904511,76.7944,MANDI,JOGINDAR NAGAR,940,27.686127,123.69006,37.0,13.610989621341037,710.8228003244028,335.0286788165846,1,forest,0.55157954,31.966,69.861,1,At Risk
32.0028289167,76.1567,KANGRA,DERA GOPIPUR,470,9.094236,225.0,15.0,50.74938671026002,482.4465180497286,198.38233321246378,1,forest,0.22093959,35.083,76.743,1,At Risk
30.9422483964,76.8818,SOLAN,BADDI,831,17.166952,276.009,22.0,81.38313792869478,3272.4075496346186,1371.0978838530136,0,forest,0.32078135,32.197,70.464,1,At Risk
31.1189036431,77.706,SHIMLA,JUBBAL,1748,28.810972,1.6846844,35.0,15.23863688458906,3921.3093544689414,115.3399411125487,0,forest,0.5089793,28.054,61.396,1,At Risk
30.8971000207,77.0146,SOLAN,KASAULI,1480,15.0623455,237.26479,23.0,11.769941239737465,41.51665934899064,2248.181125838116,62,forest,-0.0029591636,32.197,70.464,1,At Risk
31.122831853,77.3564,SHIMLA,THEOG,2285,12.942598,39.289406,19.0,19.754789955860353,517.4806641079052,990.8287058187248,1,residential,0.14103433,28.054,61.396,1,At Risk
31.9223955397,77.1261,KULLU,BHUNTAR,1161,13.126847,236.30994,21.0,43.01868858677107,2256.764712476023,127.66980977351439,0,residential,0.5456459,21.894,47.828,1,At Risk
32.47901426,77.1279,LAHUL & SPITI,LAHUL,3057,14.746999,227.48956,17.0,37.02071137263217,0.0,271.68401064033753,127,farmland,0.06639711,18.923,41.302,1,At Risk
31.6648797362,77.3322,KULLU,BANJAR,1496,26.150166,162.75853,34.0,272.0894033709932,2912.730564744215,216.41473513726822,0,forest,0.6985755,21.894,47.828,1,At Risk
31.1640576007,77.0229,SOLAN,ARKI,1469,7.1977015,230.19443,16.0,31.502996416234836,475.78705403933003,470.8067467850021,1,forest,0.32303303,32.704,71.527,1,At Risk
30.8979890974,77.0897,SOLAN,SOLAN,1512,18.91288,109.29004,22.0,62.997299403960355,173.43215269346098,760.7599933008544,8,forest,0.42572063,32.197,70.464,1,At Risk
31.577123904,77.3606,KULLU,BANJAR,1953,9.3637085,258.69006,17.0,17.974679848223367,555.6813480295842,46.11531570732505,3,forest,0.28632706,23.856,52.159,1,At Risk
32.0450255306,77.1281,KULLU,KULLU,1357,11.018079,131.63353,18.0,40.39914832120535,1212.0684549950017,546.0926308749565,0,residential,0.36304277,21.894,47.828,1,At Risk
31.7188481902,76.6627,HAMIRPUR,BAMSAN,1159,11.871018,112.619865,18.0,64.34967876536685,763.5030075516491,803.9780503430254,1,forest,0.36905086,31.966,69.861,1,At Risk
31.0057467292,77.3721,SIRMAUR,RANHOT,1198,31.219652,316.08093,57.0,13.037890213306174,3103.4074314964355,135.71419316077427,0,residential,0.356437,28.054,61.396,1,At Risk
30.8633313224,77.0013,SOLAN,KASAULI,1101,22.93803,136.54816,36.0,15.231764411863736,1724.5088914090138,813.1279799968603,0,forest,0.11430773,32.197,70.464,1,At Risk
30.7186213298,77.1899,SIRMAUR,PACHHAD,1606,9.185,270.0,18.0,13.6964252025772,226.5984443764003,1631.5551891647135,28,forest,0.039287347,28.054,61.396,1,At Risk
31.91263178,76.8855,MANDI,PADHAR,1293,24.09558,220.6013,35.0,113.18316357970293,3116.5179229202545,677.3728217049135,0,forest,0.46138072,31.966,69.861,1,At Risk
32.4015888327,75.985,CHAMBA,BHATTIYAT,721,21.802092,14.0362425,30.0,10.673908623457988,4076.429672216064,54.81214188126483,0,forest,0.19620743,34.019,74.359,1,At Risk
31.79111305,76.7594,MANDI,DHARAMPUR,927,11.559339,251.56506,20.0,11.721344008739115,1304.150789131331,829.2332926993159,0,residential,0.27507162,31.966,69.861,1,At Risk
32.1297030858,76.5444,KANGRA,PALAMPUR,1439,25.85245,154.29004,36.0,304.02275876475187,343.44024686354254,95.04445957348834,1,forest,0.4143441,34.019,74.359,1,At Risk
32.5521605536,76.125,CHAMBA,CHAMBA,887,43.749935,217.45059,59.0,47.633584519605,287.93077743296044,177.29967074644534,10,residential,0.89368594,34.019,74.359,1,At Risk
31.7154738648,76.6487,HAMIRPUR,BAMSAN,1151,7.4273915,172.87497,9.0,23.30486633931711,665.3844014146783,1097.0680353273935,1,forest,0.27569965,31.966,69.861,1,At Risk
31.6441134473,77.3441,KULLU,BANJAR,1350,22.862797,302.4712,49.0,9.81342636621886,767.8065688472892,110.56469739544826,2,residential,0.14514025,21.894,47.828,1,At Risk
31.82456661,76.9386,MANDI,PADHAR,1112,15.988386,253.61047,21.0,22.59101702566135,1103.225230919812,1313.161098597208,0,forest,0.57852197,31.966,69.861,1,At Risk
32.5878817587,75.9842,CHAMBA,DALHOUSIE,1145,27.831003,40.030254,42.0,17.883287443246136,1873.6889633577803,435.60794123453337,0,forest,0.29246676,34.019,74.359,1,At Risk
30.9268389226,77.1146,SOLAN,SOLAN,1456,16.251488,109.440025,21.0,69.53461455260191,752.3035709472907,2839.142675576884,1,forest,0.43150893,32.197,70.464,1,At Risk
31.2058255314,77.4248,SHIMLA,THEOG,2523,18.596416,144.7824,30.0,26.18955896765669,2055.4946982838355,1244.8878168843116,0,forest,0.29373452,23.856,52.159,1,At Risk
30.8193624585,77.0929,SIRMAUR,PACHHAD,1340,31.577278,181.50745,48.0,73.7852934814289,2806.703804116603,1168.3947580958352,0,forest,0.36628976,32.197,70.464,1,At Risk
31.3735737054,77.4918,KULLU,NERMAND,1543,27.831003,130.03026,46.0,99.85806017833964,2282.4778686821537,331.95096341654056,0,forest,0.489011,23.856,52.159,1,At Risk
30.5573389831,77.2943,SIRMAUR,NAHAN,870,18.93243,171.86989,27.0,1.7446977869659737,191.63524217556068,2735.661483255398,14,residential,0.064672485,32.082,70.255,1,At Risk
31.2065766777,77.3963,SHIMLA,THEOG,2440,34.279163,112.3062,55.0,12.51890765996928,661.38632561771,542.9652960891316,1,residential,0.19293208,23.856,52.159,1,At Risk
31.59488514,76.7739,MANDI,BALDWARA,1024,11.905087,175.60129,13.0,9.507088283861195,361.4021172679434,1053.937051325451,1,forest,0.5946508,32.704,71.527,1,At Risk
31.70506794,76.9439,MANDI,BALICHAUKI,842,22.074106,203.49857,35.0,52.45811716838954,313.1216289701686,190.0744667714247,9,residential,0.31717172,31.966,69.861,1,At Risk
31.69193693,76.9217,MANDI,BALICHAUKI,914,23.294237,145.71312,36.0,25.74863029267863,689.9066272351852,1348.998830195796,1,residential,0.10069835,31.966,69.861,1,At Risk
32.5185636721,75.9388,CHAMBA,DALHOUSIE,1387,17.624128,284.74356,29.0,33.49301786583099,2746.5855086795377,311.3556125166023,0,forest,0.42539835,34.019,74.359,1,At Risk
30.514078364,77.3459,SIRMAUR,NAHAN,512,10.085476,0.0,12.0,42.00160611543307,6719.710123377463,127.0783544589863,0,forest,0.50286865,32.082,70.255,1,At Risk
30.8040129604,77.1187,SIRMAUR,PACHHAD,1481,34.0981,220.156,51.0,9.06253144250418,177.41168056370145,1252.981260380181,1,forest,0.2997434,32.197,70.464,1,At Risk
31.1687017437,77.7203,SHIMLA,ROHRU,1641,16.808151,105.52411,33.0,38.87697249160519,1562.9945804549384,434.8124961679071,0,residential,0.5897817,23.856,52.159,1,At Risk
31.4923702189,77.7052,SHIMLA,RAMPUR,1227,11.905087,302.4712,24.0,46.10633824060182,344.0729725233531,102.14788079886243,8,residential,0.27549863,23.856,52.159,1,At Risk
31.70577492,76.9328,MANDI,BALICHAUKI,790,17.794418,40.91438,27.0,81.28701633303305,237.38149573952842,149.06099077311117,25,residential,0.19521117,31.966,69.861,1,At Risk
31.0422598896,77.1264,SHIMLA,SHIMLA,1784,15.596043,349.992,21.0,63.312091061496425,43.01821995174303,1688.0487151151347,51,forest,0.38799506,28.054,61.396,1,At Risk
32.4587710371,75.931,CHAMBA,BHATTIYAT,1232,30.668268,205.86636,43.0,9.299190115568257,214.34413055264676,198.02113087772193,12,forest,0.5389279,34.019,74.359,1,At Risk
31.69329823,76.9224,MANDI,BALICHAUKI,875,19.279936,56.309933,31.0,33.14696505514514,546.8037031047894,1306.2058959370156,2,residential,0.3074205,31.966,69.861,1,At Risk
31.4988241049,77.7095,SHIMLA,RAMPUR,1166,19.878128,296.56506,29.0,21.525817894043062,67.12478040410201,340.0597974677203,8,residential,0.29831776,23.856,52.159,1,At Risk
31.70319408,76.9256,MANDI,BALICHAUKI,800,11.018079,131.63353,16.0,24.717768738721567,136.91907020066762,363.614115086701,24,industrial,0.57043076,31.966,69.861,1,At Risk
