Cordinates,Unnamed: 1,TEHSIL,District,STATE,merged_column,clean_coords,lat,lon,label,Exposure
"31.7078241729, 76.6406",,BAMSAN,HAMIRPUR,HIMACHAL PRADESH,,"31.7078241729, 76.6406",31.7078241729,76.6406,2,At Risk
"31.0058130726, 76.9719",,SOLAN,SOLAN,HIMACHAL PRADESH,,"31.0058130726, 76.9719",31.0058130726,76.9719,2,At Risk
"31.203811073, 77.7644",,ROHRU,SHIMLA,HIMACHAL PRADESH,,"31.203811073, 77.7644",31.203811073,77.7644,2,At Risk
"31.3885034484, 77.6283",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.3885034484, 77.6283",31.3885034484,77.6283,2,At Risk
"32.553733329, 75.9499",,DALHOUSIE,CHAMBA,HIMACHAL PRADESH,,"32.553733329, 75.9499",32.553733329,75.9499,2,At Risk
"31.4506508196, 77.4319",,ANI,KULLU,HIMACHAL PRADESH,,"31.4506508196, 77.4319",31.4506508196,77.4319,2,At Risk
"31.7131604947, 76.6018",,BAMSAN,HAMIRPUR,HIMACHAL PRADESH,,"31.7131604947, 76.6018",31.7131604947,76.6018,2,At Risk
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.71438983, 77.023","31.71438983, 77.023",31.71438983,77.023,2,At Risk
,,DHARAMPUR,MANDI,HIMACHAL PRADESH,"31.80037496, 76.811","31.80037496, 76.811",31.80037496,76.811,2,At Risk
"31.1315311486, 77.0887",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.1315311486, 77.0887",31.1315311486,77.0887,2,At Risk
"31.0995520463, 77.1585",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.0995520463, 77.1585",31.0995520463,77.1585,2,At Risk
"32.0891848497, 76.5796",,PALAMPUR,KANGRA,HIMACHAL PRADESH,,"32.0891848497, 76.5796",32.0891848497,76.5796,2,At Risk
"30.8376640771, 76.971",,KASAULI,SOLAN,HIMACHAL PRADESH,,"30.8376640771, 76.971",30.8376640771,76.971,2,At Risk
"31.4525710338, 77.6374",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.4525710338, 77.6374",31.4525710338,77.6374,2,At Risk
,,KOTLI,MANDI,HIMACHAL PRADESH,"31.71969836, 76.9056","31.71969836, 76.9056",31.71969836,76.9056,2,At Risk
"31.94884649, 77.1131",,KULLU,KULLU,HIMACHAL PRADESH,,"31.94884649, 77.1131",31.94884649,77.1131,2,At Risk
"30.8938072344, 77.0035",,KASAULI,SOLAN,HIMACHAL PRADESH,,"30.8938072344, 77.0035",30.8938072344,77.0035,2,At Risk
"31.5622490964, 77.8828",,NICHAR,KINNAUR,HIMACHAL PRADESH,,"31.5622490964, 77.8828",31.5622490964,77.8828,2,At Risk
,,DHARAMPUR,MANDI,HIMACHAL PRADESH,"31.78512847, 76.7803","31.78512847, 76.7803",31.78512847,76.7803,2,At Risk
"32.0804733769, 76.2576",,KANGRA,KANGRA,HIMACHAL PRADESH,,"32.0804733769, 76.2576",32.0804733769,76.2576,2,At Risk
"30.7045165307, 77.7108",,SHALAI,SIRMAUR,HIMACHAL PRADESH,,"30.7045165307, 77.7108",30.7045165307,77.7108,2,At Risk
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.70111906, 76.9512","31.70111906, 76.9512",31.70111906,76.9512,2,At Risk
"31.0854188531, 77.1718",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.0854188531, 77.1718",31.0854188531,77.1718,2,At Risk
"76.7133, 31.2318294453",,SHRI NAINA DEVI JI,BILASPUR,HIMACHAL PRADESH,,"76.7133, 31.2318294453",76.7133,31.2318294453,2,At Risk
"32.4800247628, 77.1205",,LAHUL,LAHUL & SPITI,HIMACHAL PRADESH,,"32.4800247628, 77.1205",32.4800247628,77.1205,2,At Risk
"76.7493, 31.2805452584",,BILASPUR,BILASPUR,HIMACHAL PRADESH,,"76.7493, 31.2805452584",76.7493,31.2805452584,2,At Risk
,,DHARAMPUR,MANDI,HIMACHAL PRADESH,"31.79530509, 76.8096","31.79530509, 76.8096",31.79530509,76.8096,2,At Risk
"31.1263489347, 77.3388",,THEOG,SHIMLA,HIMACHAL PRADESH,,"31.1263489347, 77.3388",31.1263489347,77.3388,2,At Risk
"30.8387883458, 76.9719",,KASAULI,SOLAN,HIMACHAL PRADESH,,"30.8387883458, 76.9719",30.8387883458,76.9719,2,At Risk
"31.4295247615, 77.624",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.4295247615, 77.624",31.4295247615,77.624,2,At Risk
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.71396096, 76.9325","31.71396096, 76.9325",31.71396096,76.9325,2,At Risk
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.70411663, 76.9083","31.70411663, 76.9083",31.70411663,76.9083,2,At Risk
"31.2352610084, 76.9321",,ARKI,SOLAN,HIMACHAL PRADESH,,"31.2352610084, 76.9321",31.2352610084,76.9321,2,At Risk
"31.1056130243, 77.5712",,KOTKHAI,SHIMLA,HIMACHAL PRADESH,,"31.1056130243, 77.5712",31.1056130243,77.5712,2,At Risk
"32.536271302, 75.9401",,DALHOUSIE,CHAMBA,HIMACHAL PRADESH,,"32.536271302, 75.9401",32.536271302,75.9401,2,At Risk
"30.9047098447, 77.7122",,NERUA,SHIMLA,HIMACHAL PRADESH,,"30.9047098447, 77.7122",30.9047098447,77.7122,2,At Risk
"76.7543, 31.437543702",,GHURMW|N,BILASPUR,HIMACHAL PRADESH,,"76.7543, 31.437543702",76.7543,31.437543702,2,At Risk
,,PADHAR,MANDI,HIMACHAL PRADESH,"31.81104234, 76.9399","31.81104234, 76.9399",31.81104234,76.9399,2,At Risk
"76.7684, 31.3033390877",,BILASPUR,BILASPUR,HIMACHAL PRADESH,,"76.7684, 31.3033390877",76.7684,31.3033390877,2,At Risk
"76.7634, 31.3428373929",,BILASPUR,BILASPUR,HIMACHAL PRADESH,,"76.7634, 31.3428373929",76.7634,31.3428373929,2,At Risk
"30.92473007, 77.6395",,NERUA,SHIMLA,HIMACHAL PRADESH,,"30.92473007, 77.6395",30.92473007,77.6395,2,At Risk
"31.1024096446, 77.1976",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.1024096446, 77.1976",31.1024096446,77.1976,2,At Risk
"31.7154941213, 76.5431",,HAMIRPUR,HAMIRPUR,HIMACHAL PRADESH,,"31.7154941213, 76.5431",31.7154941213,76.5431,2,At Risk
,,DHARAMPUR,MANDI,HIMACHAL PRADESH,"31.79289701, 76.747","31.79289701, 76.747",31.79289701,76.747,2,At Risk
"30.9178111507, 77.6434",,NERUA,SHIMLA,HIMACHAL PRADESH,,"30.9178111507, 77.6434",30.9178111507,77.6434,2,At Risk
"32.5776302877, 75.9271",,DALHOUSIE,CHAMBA,HIMACHAL PRADESH,,"32.5776302877, 75.9271",32.5776302877,75.9271,2,At Risk
"31.7189656444, 76.6546",,BAMSAN,HAMIRPUR,HIMACHAL PRADESH,,"31.7189656444, 76.6546",31.7189656444,76.6546,2,At Risk
"76.7567, 31.3969193541",,GHURMW|N,BILASPUR,HIMACHAL PRADESH,,"76.7567, 31.3969193541",76.7567,31.3969193541,2,At Risk
"31.440352849, 77.6221",,NERMAND,KULLU,HIMACHAL PRADESH,,"31.440352849, 77.6221",31.440352849,77.6221,2,At Risk
,,JOGINDAR NAGAR,MANDI,HIMACHAL PRADESH,"31.8769685, 76.8303","31.8769685, 76.8303",31.8769685,76.8303,2,At Risk
"30.5575649749, 77.2922",,NAHAN,SIRMAUR,HIMACHAL PRADESH,,"30.5575649749, 77.2922",30.5575649749,77.2922,2,At Risk
"31.6474432288, 77.3475",,BANJAR,KULLU,HIMACHAL PRADESH,,"31.6474432288, 77.3475",31.6474432288,77.3475,2,At Risk
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.70444624, 76.9254","31.70444624, 76.9254",31.70444624,76.9254,2,At Risk
"31.0762667802, 77.1397",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.0762667802, 77.1397",31.0762667802,77.1397,2,At Risk
"76.7709, 31.2967548062",,BILASPUR,BILASPUR,HIMACHAL PRADESH,,"76.7709, 31.2967548062",76.7709,31.2967548062,2,At Risk
"76.6153, 31.5490141418",,BHARARI,BILASPUR,HIMACHAL PRADESH,,"76.6153, 31.5490141418",76.6153,31.5490141418,2,At Risk
"31.1027218166, 77.1979",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.1027218166, 77.1979",31.1027218166,77.1979,2,At Risk
"31.440281278, 77.6281",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.440281278, 77.6281",31.440281278,77.6281,2,At Risk
"30.6259052959, 77.2825",,NAHAN,SIRMAUR,HIMACHAL PRADESH,,"30.6259052959, 77.2825",30.6259052959,77.2825,2,At Risk
"31.0020088261, 77.5185",,THEOG,SHIMLA,HIMACHAL PRADESH,,"31.0020088261, 77.5185",31.0020088261,77.5185,2,At Risk
"76.7596, 31.3333240039",,BILASPUR,BILASPUR,HIMACHAL PRADESH,,"76.7596, 31.3333240039",76.7596,31.3333240039,2,At Risk
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.71305158, 76.9362","31.71305158, 76.9362",31.71305158,76.9362,2,At Risk
"31.650277544, 77.3399",,BANJAR,KULLU,HIMACHAL PRADESH,,"31.650277544, 77.3399",31.650277544,77.3399,2,At Risk
"31.0564431178, 77.378",,THEOG,SHIMLA,HIMACHAL PRADESH,,"31.0564431178, 77.378",31.0564431178,77.378,2,At Risk
,,DHARAMPUR,MANDI,HIMACHAL PRADESH,"31.7772491, 76.7338","31.7772491, 76.7338",31.7772491,76.7338,2,At Risk
"76.7608, 31.2853688012",,BILASPUR,BILASPUR,HIMACHAL PRADESH,,"76.7608, 31.2853688012",76.7608,31.2853688012,2,At Risk
"31.0121607662, 77.3765",,RANHOT,SIRMAUR,HIMACHAL PRADESH,,"31.0121607662, 77.3765",31.0121607662,77.3765,2,At Risk
"32.0932568898, 76.4754",,PALAMPUR,KANGRA,HIMACHAL PRADESH,,"32.0932568898, 76.4754",32.0932568898,76.4754,2,At Risk
,,DHARAMPUR,MANDI,HIMACHAL PRADESH,"31.79444526, 76.7652","31.79444526, 76.7652",31.79444526,76.7652,2,At Risk
"30.835943736, 76.9606",,KASAULI,SOLAN,HIMACHAL PRADESH,,"30.835943736, 76.9606",30.835943736,76.9606,2,At Risk
"76.8082, 31.2694719746",,BILASPUR,BILASPUR,HIMACHAL PRADESH,,"76.8082, 31.2694719746",76.8082,31.2694719746,2,At Risk
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.71071169, 76.9391","31.71071169, 76.9391",31.71071169,76.9391,2,At Risk
"30.6039994989, 77.6756",,KAMRAU,SIRMAUR,HIMACHAL PRADESH,,"30.6039994989, 77.6756",30.6039994989,77.6756,2,At Risk
,,JOGINDAR NAGAR,MANDI,HIMACHAL PRADESH,"31.85962447, 76.8321","31.85962447, 76.8321",31.85962447,76.8321,2,At Risk
"31.0463407427, 76.9606",,SOLAN,SOLAN,HIMACHAL PRADESH,,"31.0463407427, 76.9606",31.0463407427,76.9606,2,At Risk
"31.1156054851, 77.5408",,KOTKHAI,SHIMLA,HIMACHAL PRADESH,,"31.1156054851, 77.5408",31.1156054851,77.5408,2,At Risk
"31.5049598965, 77.7304",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.5049598965, 77.7304",31.5049598965,77.7304,2,At Risk
"32.5778158498, 75.98",,DALHOUSIE,CHAMBA,HIMACHAL PRADESH,,"32.5778158498, 75.98",32.5778158498,75.98,2,At Risk
"30.836855625, 76.9855",,KASAULI,SOLAN,HIMACHAL PRADESH,,"30.836855625, 76.9855",30.836855625,76.9855,2,At Risk
"31.0715863918, 77.1824",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.0715863918, 77.1824",31.0715863918,77.1824,2,At Risk
"31.227002944, 76.7195",,NALAGARH,SOLAN,HIMACHAL PRADESH,,"31.227002944, 76.7195",31.227002944,76.7195,2,At Risk
"32.5396894371, 75.9216",,DALHOUSIE,CHAMBA,HIMACHAL PRADESH,,"32.5396894371, 75.9216",32.5396894371,75.9216,2,At Risk
,,DHARAMPUR,MANDI,HIMACHAL PRADESH,"31.79446338, 76.7522","31.79446338, 76.7522",31.79446338,76.7522,2,At Risk
"30.8956217233, 77.7112",,NERUA,SHIMLA,HIMACHAL PRADESH,,"30.8956217233, 77.7112",30.8956217233,77.7112,2,At Risk
"30.87510883, 76.994",,KASAULI,SOLAN,HIMACHAL PRADESH,,"30.87510883, 76.994",30.87510883,76.994,2,At Risk
"30.9014958385, 77.0143",,KASAULI,SOLAN,HIMACHAL PRADESH,,"30.9014958385, 77.0143",30.9014958385,77.0143,2,At Risk
"31.0791807651, 77.3902",,THEOG,SHIMLA,HIMACHAL PRADESH,,"31.0791807651, 77.3902",31.0791807651,77.3902,2,At Risk
"32.5770844401, 75.9975",,DALHOUSIE,CHAMBA,HIMACHAL PRADESH,,"32.5770844401, 75.9975",32.5770844401,75.9975,2,At Risk
,,KOTLI,MANDI,HIMACHAL PRADESH,"31.77600754, 76.8457","31.77600754, 76.8457",31.77600754,76.8457,2,At Risk
"31.5872066782, 76.3414",,BANG>NA,UNA,HIMACHAL PRADESH,,"31.5872066782, 76.3414",31.5872066782,76.3414,2,At Risk
"31.458345128, 77.6619",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.458345128, 77.6619",31.458345128,77.6619,2,At Risk
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.78421247, 76.9389","31.78421247, 76.9389",31.78421247,76.9389,2,At Risk
"30.9763523593, 76.9806",,KRISHANGARH,SOLAN,HIMACHAL PRADESH,,"30.9763523593, 76.9806",30.9763523593,76.9806,2,At Risk
"32.0514404979, 77.13",,KULLU,KULLU,HIMACHAL PRADESH,,"32.0514404979, 77.13",32.0514404979,77.13,2,At Risk
,,PADHAR,MANDI,HIMACHAL PRADESH,"31.83815671, 76.9347","31.83815671, 76.9347",31.83815671,76.9347,2,At Risk
,,DHARAMPUR,MANDI,HIMACHAL PRADESH,"31.80224136, 76.7594","31.80224136, 76.7594",31.80224136,76.7594,2,At Risk
"31.7013339468, 76.5218",,HAMIRPUR,HAMIRPUR,HIMACHAL PRADESH,,"31.7013339468, 76.5218",31.7013339468,76.5218,2,At Risk
,,PADHAR,MANDI,HIMACHAL PRADESH,"31.88646515, 76.9132","31.88646515, 76.9132",31.88646515,76.9132,2,At Risk
"31.1280030075, 77.3411",,THEOG,SHIMLA,HIMACHAL PRADESH,,"31.1280030075, 77.3411",31.1280030075,77.3411,2,At Risk
"31.1036314983, 77.6497",,JUBBAL,SHIMLA,HIMACHAL PRADESH,,"31.1036314983, 77.6497",31.1036314983,77.6497,2,At Risk
"30.85692375, 77.1183",,SOLAN,SOLAN,HIMACHAL PRADESH,,"30.85692375, 77.1183",30.85692375,77.1183,2,At Risk
"31.0406830147, 77.126",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.0406830147, 77.126",31.0406830147,77.126,2,At Risk
"31.0836459606, 77.3981",,THEOG,SHIMLA,HIMACHAL PRADESH,,"31.0836459606, 77.3981",31.0836459606,77.3981,2,At Risk
"30.9682291578, 77.3104",,RANHOT,SIRMAUR,HIMACHAL PRADESH,,"30.9682291578, 77.3104",30.9682291578,77.3104,2,At Risk
"30.9252896933, 77.1134",,SOLAN,SOLAN,HIMACHAL PRADESH,,"30.9252896933, 77.1134",30.9252896933,77.1134,2,At Risk
"30.8985504019, 77.0216",,KASAULI,SOLAN,HIMACHAL PRADESH,,"30.8985504019, 77.0216",30.8985504019,77.0216,2,At Risk
"30.8297333497, 77.2511",,R AJGARH,SIRMAUR,HIMACHAL PRADESH,,"30.8297333497, 77.2511",30.8297333497,77.2511,2,At Risk
"31.298330804, 77.4535",,KUMHARSAIN,SHIMLA,HIMACHAL PRADESH,,"31.298330804, 77.4535",31.298330804,77.4535,2,At Risk
"32.4570582352, 75.9327",,BHATTIYAT,CHAMBA,HIMACHAL PRADESH,,"32.4570582352, 75.9327",32.4570582352,75.9327,2,At Risk
"31.0784403396, 77.14",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.0784403396, 77.14",31.0784403396,77.14,2,At Risk
,,SARKAGHAT,MANDI,HIMACHAL PRADESH,"31.70418102, 76.7361","31.70418102, 76.7361",31.70418102,76.7361,2,At Risk
"32.6115901691, 77.1463",,LAHUL,LAHUL & SPITI,HIMACHAL PRADESH,,"32.6115901691, 77.1463",32.6115901691,77.1463,2,At Risk
,,DHARAMPUR,MANDI,HIMACHAL PRADESH,"31.78933711, 76.7721","31.78933711, 76.7721",31.78933711,76.7721,2,At Risk
"76.7639, 31.3716125775",,BILASPUR,BILASPUR,HIMACHAL PRADESH,,"76.7639, 31.3716125775",76.7639,31.3716125775,2,At Risk
"32.489277722, 75.9309",,BHATTIYAT,CHAMBA,HIMACHAL PRADESH,,"32.489277722, 75.9309",32.489277722,75.9309,2,At Risk
,,JOGINDAR NAGAR,MANDI,HIMACHAL PRADESH,"31.99284925, 76.7885","31.99284925, 76.7885",31.99284925,76.7885,2,At Risk
,,KOTLI,MANDI,HIMACHAL PRADESH,"31.73636586, 76.898","31.73636586, 76.898",31.73636586,76.898,2,At Risk
,,BALH,MANDI,HIMACHAL PRADESH,"31.65865615, 76.9438","31.65865615, 76.9438",31.65865615,76.9438,2,At Risk
"31.4446407128, 77.4289",,ANI,KULLU,HIMACHAL PRADESH,,"31.4446407128, 77.4289",31.4446407128,77.4289,2,At Risk
"30.6212435814, 77.6972",,KAMRAU,SIRMAUR,HIMACHAL PRADESH,,"30.6212435814, 77.6972",30.6212435814,77.6972,2,At Risk
"31.5608862611, 77.9504",,NICHAR,KINNAUR,HIMACHAL PRADESH,,"31.5608862611, 77.9504",31.5608862611,77.9504,2,At Risk
,,JOGINDAR NAGAR,MANDI,HIMACHAL PRADESH,"31.91234477, 76.7908","31.91234477, 76.7908",31.91234477,76.7908,2,At Risk
"31.1135974708, 77.5812",,KOTKHAI,SHIMLA,HIMACHAL PRADESH,,"31.1135974708, 77.5812",31.1135974708,77.5812,2,At Risk
"76.7634, 31.3084603674",,BILASPUR,BILASPUR,HIMACHAL PRADESH,,"76.7634, 31.3084603674",76.7634,31.3084603674,2,At Risk
,,SARKAGHAT,MANDI,HIMACHAL PRADESH,"31.70100836, 76.7345","31.70100836, 76.7345",31.70100836,76.7345,2,At Risk
"31.1536043687, 77.0392",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.1536043687, 77.0392",31.1536043687,77.0392,2,At Risk
"31.4540348003, 77.6507",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.4540348003, 77.6507",31.4540348003,77.6507,2,At Risk
"32.2161576442, 76.3194",,DHARMSHALA,KANGRA,HIMACHAL PRADESH,,"32.2161576442, 76.3194",32.2161576442,76.3194,2,At Risk
"30.8533261031, 77.0059",,KASAULI,SOLAN,HIMACHAL PRADESH,,"30.8533261031, 77.0059",30.8533261031,77.0059,2,At Risk
"31.2014259915, 77.7487",,ROHRU,SHIMLA,HIMACHAL PRADESH,,"31.2014259915, 77.7487",31.2014259915,77.7487,2,At Risk
"32.7200662447, 76.0699",,SAL@NI,CHAMBA,HIMACHAL PRADESH,,"32.7200662447, 76.0699",32.7200662447,76.0699,2,At Risk
,,JOGINDAR NAGAR,MANDI,HIMACHAL PRADESH,"31.98627478, 76.7657","31.98627478, 76.7657",31.98627478,76.7657,2,At Risk
"32.588694091, 76.0986",,CHAMBA,CHAMBA,HIMACHAL PRADESH,,"32.588694091, 76.0986",32.588694091,76.0986,2,At Risk
"31.0990956286, 77.1404",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.0990956286, 77.1404",31.0990956286,77.1404,2,At Risk
"31.1065391156, 77.5765",,KOTKHAI,SHIMLA,HIMACHAL PRADESH,,"31.1065391156, 77.5765",31.1065391156,77.5765,2,At Risk
"30.5895344844, 77.7325",,PAONTA SAHIB,SIRMAUR,HIMACHAL PRADESH,,"30.5895344844, 77.7325",30.5895344844,77.7325,2,At Risk
"32.1201207546, 76.5671",,PALAMPUR,KANGRA,HIMACHAL PRADESH,,"32.1201207546, 76.5671",32.1201207546,76.5671,2,At Risk
"31.5543475526, 77.8177",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.5543475526, 77.8177",31.5543475526,77.8177,2,At Risk
,,SARKAGHAT,MANDI,HIMACHAL PRADESH,"31.71359368, 76.6895","31.71359368, 76.6895",31.71359368,76.6895,2,At Risk
"31.9620895763, 77.1179",,KULLU,KULLU,HIMACHAL PRADESH,,"31.9620895763, 77.1179",31.9620895763,77.1179,2,At Risk
,,KOTLI,MANDI,HIMACHAL PRADESH,"31.77279738, 76.8485","31.77279738, 76.8485",31.77279738,76.8485,2,At Risk
"30.8693373229, 77.1477",,SOLAN,SOLAN,HIMACHAL PRADESH,,"30.8693373229, 77.1477",30.8693373229,77.1477,2,At Risk
,,KOTLI,MANDI,HIMACHAL PRADESH,"31.77279232, 76.849","31.77279232, 76.849",31.77279232,76.849,2,At Risk
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.69200574, 77.2787","31.69200574, 77.2787",31.69200574,77.2787,2,At Risk
"32.568308254, 75.9718",,DALHOUSIE,CHAMBA,HIMACHAL PRADESH,,"32.568308254, 75.9718",32.568308254,75.9718,2,At Risk
"31.160543158, 77.0455",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.160543158, 77.0455",31.160543158,77.0455,2,At Risk
"31.4357636687, 77.4204",,ANI,KULLU,HIMACHAL PRADESH,,"31.4357636687, 77.4204",31.4357636687,77.4204,2,At Risk
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.73518598, 76.9374","31.73518598, 76.9374",31.73518598,76.9374,2,At Risk
"31.1997109203, 77.7414",,ROHRU,SHIMLA,HIMACHAL PRADESH,,"31.1997109203, 77.7414",31.1997109203,77.7414,2,At Risk
"31.1995349495, 77.1484",,SUNI,SHIMLA,HIMACHAL PRADESH,,"31.1995349495, 77.1484",31.1995349495,77.1484,2,At Risk
"31.8855754308, 77.1543",,BHUNTAR,KULLU,HIMACHAL PRADESH,,"31.8855754308, 77.1543",31.8855754308,77.1543,2,At Risk
"76.8367, 31.2533580501",,NAMHOL,BILASPUR,HIMACHAL PRADESH,,"76.8367, 31.2533580501",76.8367,31.2533580501,2,At Risk
,,BALH,MANDI,HIMACHAL PRADESH,"31.60056125, 76.8525","31.60056125, 76.8525",31.60056125,76.8525,2,At Risk
"31.0658344943, 77.3956",,THEOG,SHIMLA,HIMACHAL PRADESH,,"31.0658344943, 77.3956",31.0658344943,77.3956,2,At Risk
"30.8618515088, 77.1649",,SOLAN,SOLAN,HIMACHAL PRADESH,,"30.8618515088, 77.1649",30.8618515088,77.1649,2,At Risk
"30.7543697078, 77.1668",,PACHHAD,SIRMAUR,HIMACHAL PRADESH,,"30.7543697078, 77.1668",30.7543697078,77.1668,2,At Risk
"31.181413785, 77.6753",,ROHRU,SHIMLA,HIMACHAL PRADESH,,"31.181413785, 77.6753",31.181413785,77.6753,2,At Risk
"31.0935652875, 77.1939",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.0935652875, 77.1939",31.0935652875,77.1939,2,At Risk
"76.7526, 31.4496750991",,GHURMW|N,BILASPUR,HIMACHAL PRADESH,,"76.7526, 31.4496750991",76.7526,31.4496750991,2,At Risk
"76.7475, 31.4215951355",,GHURMW|N,BILASPUR,HIMACHAL PRADESH,,"76.7475, 31.4215951355",76.7475,31.4215951355,2,At Risk
,,KOTLI,MANDI,HIMACHAL PRADESH,"31.74901022, 76.8659","31.74901022, 76.8659",31.74901022,76.8659,2,At Risk
"31.096409272, 77.2054",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.096409272, 77.2054",31.096409272,77.2054,2,At Risk
"31.5680691648, 77.3704",,BANJAR,KULLU,HIMACHAL PRADESH,,"31.5680691648, 77.3704",31.5680691648,77.3704,2,At Risk
"31.6365932229, 76.5627",,HAMIRPUR,HAMIRPUR,HIMACHAL PRADESH,,"31.6365932229, 76.5627",31.6365932229,76.5627,2,At Risk
"31.3871068673, 77.5619",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.3871068673, 77.5619",31.3871068673,77.5619,2,At Risk
,,BALDWARA,MANDI,HIMACHAL PRADESH,"31.58074327, 76.7978","31.58074327, 76.7978",31.58074327,76.7978,2,At Risk
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.68551895, 76.9364","31.68551895, 76.9364",31.68551895,76.9364,2,At Risk
"31.5888896138, 76.3472",,BANG>NA,UNA,HIMACHAL PRADESH,,"31.5888896138, 76.3472",31.5888896138,76.3472,2,At Risk
,,PADHAR,MANDI,HIMACHAL PRADESH,"31.81332963, 76.9399","31.81332963, 76.9399",31.81332963,76.9399,2,At Risk
"76.8155, 31.39790277",,BILASPUR,BILASPUR,HIMACHAL PRADESH,,"76.8155, 31.39790277",76.8155,31.39790277,2,At Risk
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.68730481, 77.2809","31.68730481, 77.2809",31.68730481,77.2809,2,At Risk
"31.256063379, 76.9138",,ARKI,SOLAN,HIMACHAL PRADESH,,"31.256063379, 76.9138",31.256063379,76.9138,2,At Risk
"31.1194865222, 77.7116",,JUBBAL,SHIMLA,HIMACHAL PRADESH,,"31.1194865222, 77.7116",31.1194865222,77.7116,2,At Risk
,,JOGINDAR NAGAR,MANDI,HIMACHAL PRADESH,"31.83355647, 76.7715","31.83355647, 76.7715",31.83355647,76.7715,2,At Risk
"30.8870000352, 77.0906",,SOLAN,SOLAN,HIMACHAL PRADESH,,"30.8870000352, 77.0906",30.8870000352,77.0906,2,At Risk
"31.1054808375, 77.5713",,KOTKHAI,SHIMLA,HIMACHAL PRADESH,,"31.1054808375, 77.5713",31.1054808375,77.5713,2,At Risk
"31.1036536362, 77.2048",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.1036536362, 77.2048",31.1036536362,77.2048,2,At Risk
"31.5211883141, 78.1417",,NICHAR,KINNAUR,HIMACHAL PRADESH,,"31.5211883141, 78.1417",31.5211883141,78.1417,2,At Risk
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.75980204, 76.9446","31.75980204, 76.9446",31.75980204,76.9446,2,At Risk
"32.234565003, 76.3273",,DHARMSHALA,KANGRA,HIMACHAL PRADESH,,"32.234565003, 76.3273",32.234565003,76.3273,2,At Risk
,,JOGINDAR NAGAR,MANDI,HIMACHAL PRADESH,"31.95549504, 76.8581","31.95549504, 76.8581",31.95549504,76.8581,2,At Risk
"31.0857935719, 77.7216",,JUBBAL,SHIMLA,HIMACHAL PRADESH,,"31.0857935719, 77.7216",31.0857935719,77.7216,2,At Risk
"31.3956672241, 77.3907",,ANI,KULLU,HIMACHAL PRADESH,,"31.3956672241, 77.3907",31.3956672241,77.3907,2,At Risk
,,KOTLI,MANDI,HIMACHAL PRADESH,"31.72637377, 76.9021","31.72637377, 76.9021",31.72637377,76.9021,2,At Risk
"32.2340440459, 76.3257",,DHARMSHALA,KANGRA,HIMACHAL PRADESH,,"32.2340440459, 76.3257",32.2340440459,76.3257,2,At Risk
"31.4758754044, 77.4325",,ANI,KULLU,HIMACHAL PRADESH,,"31.4758754044, 77.4325",31.4758754044,77.4325,2,At Risk
,,DHARAMPUR,MANDI,HIMACHAL PRADESH,"31.73836195, 76.7229","31.73836195, 76.7229",31.73836195,76.7229,2,At Risk
,,DHARAMPUR,MANDI,HIMACHAL PRADESH,"31.80980765, 76.7872","31.80980765, 76.7872",31.80980765,76.7872,2,At Risk
