Cordinates,Unnamed: 1,TEHSIL,District,STATE,merged_column,clean_coords,lat,lon,label,Exposure
"30.8896106148, 77.072",,SOLAN,SOLAN,HIMACHAL PRADESH,,"30.8896106148, 77.072",30.8896106148,77.072,3,Highly Vulnerable
"76.6994, 31.5327925878",,GHURMW|N,BILASPUR,HIMACHAL PRADESH,,"76.6994, 31.5327925878",76.6994,31.5327925878,3,Highly Vulnerable
"31.0378654525, 77.6397",,CHAUPAL,SHIMLA,HIMACHAL PRADESH,,"31.0378654525, 77.6397",31.0378654525,77.6397,3,Highly Vulnerable
"31.938898707, 77.1102",,KULLU,KULLU,HIMACHAL PRADESH,,"31.938898707, 77.1102",31.938898707,77.1102,3,Highly Vulnerable
,,JOGINDAR NAGAR,MANDI,HIMACHAL PRADESH,"32.02672093, 76.6919","32.02672093, 76.6919",32.02672093,76.6919,3,Highly Vulnerable
"31.5927589154, 77.3056",,BANJAR,KULLU,HIMACHAL PRADESH,,"31.5927589154, 77.3056",31.5927589154,77.3056,3,Highly Vulnerable
"32.227238686, 76.3267",,DHARMSHALA,KANGRA,HIMACHAL PRADESH,,"32.227238686, 76.3267",32.227238686,76.3267,3,Highly Vulnerable
"32.1708379474, 76.4241",,DHARMSHALA,KANGRA,HIMACHAL PRADESH,,"32.1708379474, 76.4241",32.1708379474,76.4241,3,Highly Vulnerable
"30.9402808932, 77.3643",,RANHOT,SIRMAUR,HIMACHAL PRADESH,,"30.9402808932, 77.3643",30.9402808932,77.3643,3,Highly Vulnerable
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.74701765, 76.9866","31.74701765, 76.9866",31.74701765,76.9866,3,Highly Vulnerable
"31.1162402284, 76.8924",,ARKI,SOLAN,HIMACHAL PRADESH,,"31.1162402284, 76.8924",31.1162402284,76.8924,3,Highly Vulnerable
"30.9862048979, 77.1303",,KANDAGHAT,SOLAN,HIMACHAL PRADESH,,"30.9862048979, 77.1303",30.9862048979,77.1303,3,Highly Vulnerable
,,AUT,MANDI,HIMACHAL PRADESH,"31.71028107, 77.1988","31.71028107, 77.1988",31.71028107,77.1988,3,Highly Vulnerable
"31.8739210005, 76.3242",,JAWALA MUKHI,KANGRA,HIMACHAL PRADESH,,"31.8739210005, 76.3242",31.8739210005,76.3242,3,Highly Vulnerable
"31.3141808891, 77.5719",,NANKHARI,SHIMLA,HIMACHAL PRADESH,,"31.3141808891, 77.5719",31.3141808891,77.5719,3,Highly Vulnerable
"31.1881943858, 76.9233",,ARKI,SOLAN,HIMACHAL PRADESH,,"31.1881943858, 76.9233",31.1881943858,76.9233,3,Highly Vulnerable
"31.3282001241, 76.8847",,ARKI,SOLAN,HIMACHAL PRADESH,,"31.3282001241, 76.8847",31.3282001241,76.8847,3,Highly Vulnerable
"32.6864456315, 76.0595",,SAL@NI,CHAMBA,HIMACHAL PRADESH,,"32.6864456315, 76.0595",32.6864456315,76.0595,3,Highly Vulnerable
"31.5193511994, 78.1025",,NICHAR,KINNAUR,HIMACHAL PRADESH,,"31.5193511994, 78.1025",31.5193511994,78.1025,3,Highly Vulnerable
"31.5652884661, 77.9912",,NICHAR,KINNAUR,HIMACHAL PRADESH,,"31.5652884661, 77.9912",31.5652884661,77.9912,3,Highly Vulnerable
"31.323030065, 77.4724",,KUMHARSAIN,SHIMLA,HIMACHAL PRADESH,,"31.323030065, 77.4724",31.323030065,77.4724,3,Highly Vulnerable
"76.8344, 31.3104139135",,NAMHOL,BILASPUR,HIMACHAL PRADESH,,"76.8344, 31.3104139135",76.8344,31.3104139135,3,Highly Vulnerable
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.72053423, 76.9375","31.72053423, 76.9375",31.72053423,76.9375,3,Highly Vulnerable
"30.9931165644, 77.5038",,CHAUPAL,SHIMLA,HIMACHAL PRADESH,,"30.9931165644, 77.5038",30.9931165644,77.5038,3,Highly Vulnerable
,,BALH,MANDI,HIMACHAL PRADESH,"31.57837389, 76.9669","31.57837389, 76.9669",31.57837389,76.9669,3,Highly Vulnerable
"31.7193722099, 76.5643",,BAMSAN,HAMIRPUR,HIMACHAL PRADESH,,"31.7193722099, 76.5643",31.7193722099,76.5643,3,Highly Vulnerable
"76.8658, 31.2595550916",,NAMHOL,BILASPUR,HIMACHAL PRADESH,,"76.8658, 31.2595550916",76.8658,31.2595550916,3,Highly Vulnerable
"31.0026514324, 76.9741",,SOLAN,SOLAN,HIMACHAL PRADESH,,"31.0026514324, 76.9741",31.0026514324,76.9741,3,Highly Vulnerable
,,BALH,MANDI,HIMACHAL PRADESH,"31.59955084, 76.87","31.59955084, 76.87",31.59955084,76.87,3,Highly Vulnerable
"32.044559227, 76.6232",,BAIJNATH,KANGRA,HIMACHAL PRADESH,,"32.044559227, 76.6232",32.044559227,76.6232,3,Highly Vulnerable
"76.6678, 31.3952678354",,JHANDATA,BILASPUR,HIMACHAL PRADESH,,"76.6678, 31.3952678354",76.6678,31.3952678354,3,Highly Vulnerable
"31.0529696706, 77.3738",,THEOG,SHIMLA,HIMACHAL PRADESH,,"31.0529696706, 77.3738",31.0529696706,77.3738,3,Highly Vulnerable
"31.5548806535, 77.9267",,NICHAR,KINNAUR,HIMACHAL PRADESH,,"31.5548806535, 77.9267",31.5548806535,77.9267,3,Highly Vulnerable
"32.0597605026, 77.069",,KULLU,KULLU,HIMACHAL PRADESH,,"32.0597605026, 77.069",32.0597605026,77.069,3,Highly Vulnerable
"30.9648307249, 76.9911",,KRISHANGARH,SOLAN,HIMACHAL PRADESH,,"30.9648307249, 76.9911",30.9648307249,76.9911,3,Highly Vulnerable
"31.0110364477, 77.5705",,CHAUPAL,SHIMLA,HIMACHAL PRADESH,,"31.0110364477, 77.5705",31.0110364477,77.5705,3,Highly Vulnerable
"31.2153945815, 77.8271",,CHIRGAON,SHIMLA,HIMACHAL PRADESH,,"31.2153945815, 77.8271",31.2153945815,77.8271,3,Highly Vulnerable
"31.9662201747, 77.1049",,KULLU,KULLU,HIMACHAL PRADESH,,"31.9662201747, 77.1049",31.9662201747,77.1049,3,Highly Vulnerable
"30.836180113, 77.5983",,KUPVI,SHIMLA,HIMACHAL PRADESH,,"30.836180113, 77.5983",30.836180113,77.5983,3,Highly Vulnerable
"32.6380905524, 77.182",,LAHUL,LAHUL & SPITI,HIMACHAL PRADESH,,"32.6380905524, 77.182",32.6380905524,77.182,3,Highly Vulnerable
,,AUT,MANDI,HIMACHAL PRADESH,"31.82285551, 77.1217","31.82285551, 77.1217",31.82285551,77.1217,3,Highly Vulnerable
"31.0182150883, 77.6813",,NERUA,SHIMLA,HIMACHAL PRADESH,,"31.0182150883, 77.6813",31.0182150883,77.6813,3,Highly Vulnerable
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.63513263, 77.2965","31.63513263, 77.2965",31.63513263,77.2965,3,Highly Vulnerable
"31.4408982479, 77.632",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.4408982479, 77.632",31.4408982479,77.632,3,Highly Vulnerable
"30.9937514003, 77.5091",,CHAUPAL,SHIMLA,HIMACHAL PRADESH,,"30.9937514003, 77.5091",30.9937514003,77.5091,3,Highly Vulnerable
"31.2014858007, 77.7538",,ROHRU,SHIMLA,HIMACHAL PRADESH,,"31.2014858007, 77.7538",31.2014858007,77.7538,3,Highly Vulnerable
"30.7586085246, 77.6857",,SHALAI,SIRMAUR,HIMACHAL PRADESH,,"30.7586085246, 77.6857",30.7586085246,77.6857,3,Highly Vulnerable
"32.149687076, 76.5269",,PALAMPUR,KANGRA,HIMACHAL PRADESH,,"32.149687076, 76.5269",32.149687076,76.5269,3,Highly Vulnerable
"31.1925664737, 77.0352",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.1925664737, 77.0352",31.1925664737,77.0352,3,Highly Vulnerable
"31.3479497312, 77.4478",,ANI,KULLU,HIMACHAL PRADESH,,"31.3479497312, 77.4478",31.3479497312,77.4478,3,Highly Vulnerable
"32.5105935138, 75.9467",,DALHOUSIE,CHAMBA,HIMACHAL PRADESH,,"32.5105935138, 75.9467",32.5105935138,75.9467,3,Highly Vulnerable
"32.2727925164, 76.3154",,DHARMSHALA,KANGRA,HIMACHAL PRADESH,,"32.2727925164, 76.3154",32.2727925164,76.3154,3,Highly Vulnerable
"31.4518737221, 77.6479",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.4518737221, 77.6479",31.4518737221,77.6479,3,Highly Vulnerable
"32.0705654825, 77.092",,KULLU,KULLU,HIMACHAL PRADESH,,"32.0705654825, 77.092",32.0705654825,77.092,3,Highly Vulnerable
"31.4484408407, 77.6291",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.4484408407, 77.6291",31.4484408407,77.6291,3,Highly Vulnerable
,,BALH,MANDI,HIMACHAL PRADESH,"31.64226082, 76.8614","31.64226082, 76.8614",31.64226082,76.8614,3,Highly Vulnerable
"30.6957918889, 77.6819",,SHALAI,SIRMAUR,HIMACHAL PRADESH,,"30.6957918889, 77.6819",30.6957918889,77.6819,3,Highly Vulnerable
"31.3116201944, 77.5104",,KUMHARSAIN,SHIMLA,HIMACHAL PRADESH,,"31.3116201944, 77.5104",31.3116201944,77.5104,3,Highly Vulnerable
"30.828664915, 77.5774",,KUPVI,SHIMLA,HIMACHAL PRADESH,,"30.828664915, 77.5774",30.828664915,77.5774,3,Highly Vulnerable
"31.0740235365, 77.7759",,JUBBAL,SHIMLA,HIMACHAL PRADESH,,"31.0740235365, 77.7759",31.0740235365,77.7759,3,Highly Vulnerable
"31.2666004555, 77.8814",,CHIRGAON,SHIMLA,HIMACHAL PRADESH,,"31.2666004555, 77.8814",31.2666004555,77.8814,3,Highly Vulnerable
"30.9124723967, 77.2652",,RANHOT,SIRMAUR,HIMACHAL PRADESH,,"30.9124723967, 77.2652",30.9124723967,77.2652,3,Highly Vulnerable
"76.7648, 31.2776519494",,BILASPUR,BILASPUR,HIMACHAL PRADESH,,"76.7648, 31.2776519494",76.7648,31.2776519494,3,Highly Vulnerable
,,CHACHYOT,MANDI,HIMACHAL PRADESH,"31.63309075, 77.0624","31.63309075, 77.0624",31.63309075,77.0624,3,Highly Vulnerable
"31.2931638218, 77.5628",,NANKHARI,SHIMLA,HIMACHAL PRADESH,,"31.2931638218, 77.5628",31.2931638218,77.5628,3,Highly Vulnerable
"31.1017595293, 77.1913",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.1017595293, 77.1913",31.1017595293,77.1913,3,Highly Vulnerable
"31.8711711666, 76.2142",,DERA GOPIPUR,KANGRA,HIMACHAL PRADESH,,"31.8711711666, 76.2142",31.8711711666,76.2142,3,Highly Vulnerable
"76.754, 31.4017034659",,GHURMW|N,BILASPUR,HIMACHAL PRADESH,,"76.754, 31.4017034659",76.754,31.4017034659,3,Highly Vulnerable
"31.9703880836, 77.0407",,KULLU,KULLU,HIMACHAL PRADESH,,"31.9703880836, 77.0407",31.9703880836,77.0407,3,Highly Vulnerable
,,SARKAGHAT,MANDI,HIMACHAL PRADESH,"31.69295373, 76.7552","31.69295373, 76.7552",31.69295373,76.7552,3,Highly Vulnerable
"30.6481661249, 77.4155",,DADAHU,SIRMAUR,HIMACHAL PRADESH,,"30.6481661249, 77.4155",30.6481661249,77.4155,3,Highly Vulnerable
"32.1681257104, 76.4316",,DHARMSHALA,KANGRA,HIMACHAL PRADESH,,"32.1681257104, 76.4316",32.1681257104,76.4316,3,Highly Vulnerable
"31.0862222738, 77.0974",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.0862222738, 77.0974",31.0862222738,77.0974,3,Highly Vulnerable
"31.4788722555, 77.7022",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.4788722555, 77.7022",31.4788722555,77.7022,3,Highly Vulnerable
"76.6881, 31.2758936251",,JHANDATA,BILASPUR,HIMACHAL PRADESH,,"76.6881, 31.2758936251",76.6881,31.2758936251,3,Highly Vulnerable
"31.1687587262, 77.6946",,ROHRU,SHIMLA,HIMACHAL PRADESH,,"31.1687587262, 77.6946",31.1687587262,77.6946,3,Highly Vulnerable
"32.1447333328, 76.5185",,PALAMPUR,KANGRA,HIMACHAL PRADESH,,"32.1447333328, 76.5185",32.1447333328,76.5185,3,Highly Vulnerable
"31.2874406499, 76.928",,ARKI,SOLAN,HIMACHAL PRADESH,,"31.2874406499, 76.928",31.2874406499,76.928,3,Highly Vulnerable
"31.5823693839, 77.3568",,BANJAR,KULLU,HIMACHAL PRADESH,,"31.5823693839, 77.3568",31.5823693839,77.3568,3,Highly Vulnerable
,,SARKAGHAT,MANDI,HIMACHAL PRADESH,"31.64330123, 76.7972","31.64330123, 76.7972",31.64330123,76.7972,3,Highly Vulnerable
"76.8408, 31.2944758797",,NAMHOL,BILASPUR,HIMACHAL PRADESH,,"76.8408, 31.2944758797",76.8408,31.2944758797,3,Highly Vulnerable
"31.1543094054, 77.2107",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.1543094054, 77.2107",31.1543094054,77.2107,3,Highly Vulnerable
"32.65031763, 76.0251",,CHAMBA,CHAMBA,HIMACHAL PRADESH,,"32.65031763, 76.0251",32.65031763,76.0251,3,Highly Vulnerable
"31.277809244, 77.5174",,NANKHARI,SHIMLA,HIMACHAL PRADESH,,"31.277809244, 77.5174",31.277809244,77.5174,3,Highly Vulnerable
"32.393063551, 75.9203",,NURPUR,KANGRA,HIMACHAL PRADESH,,"32.393063551, 75.9203",32.393063551,75.9203,3,Highly Vulnerable
,,KOTLI,MANDI,HIMACHAL PRADESH,"31.79379618, 76.8829","31.79379618, 76.8829",31.79379618,76.8829,3,Highly Vulnerable
"30.9806245829, 77.576",,CHAUPAL,SHIMLA,HIMACHAL PRADESH,,"30.9806245829, 77.576",30.9806245829,77.576,3,Highly Vulnerable
"32.0991799177, 76.2736",,KANGRA,KANGRA,HIMACHAL PRADESH,,"32.0991799177, 76.2736",32.0991799177,76.2736,3,Highly Vulnerable
"32.2973157423, 76.0942",,SIHUNTA,CHAMBA,HIMACHAL PRADESH,,"32.2973157423, 76.0942",32.2973157423,76.0942,3,Highly Vulnerable
"31.5254922517, 77.3467",,ANI,KULLU,HIMACHAL PRADESH,,"31.5254922517, 77.3467",31.5254922517,77.3467,3,Highly Vulnerable
"32.1148970087, 76.2593",,KANGRA,KANGRA,HIMACHAL PRADESH,,"32.1148970087, 76.2593",32.1148970087,76.2593,3,Highly Vulnerable
"31.0839217843, 77.1887",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.0839217843, 77.1887",31.0839217843,77.1887,3,Highly Vulnerable
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.65657905, 77.1077","31.65657905, 77.1077",31.65657905,77.1077,3,Highly Vulnerable
"31.6044916631, 77.309",,BANJAR,KULLU,HIMACHAL PRADESH,,"31.6044916631, 77.309",31.6044916631,77.309,3,Highly Vulnerable
"31.9651944131, 76.4675",,THURAL,KANGRA,HIMACHAL PRADESH,,"31.9651944131, 76.4675",31.9651944131,76.4675,3,Highly Vulnerable
,,BALDWARA,MANDI,HIMACHAL PRADESH,"31.56647654, 76.7628","31.56647654, 76.7628",31.56647654,76.7628,3,Highly Vulnerable
"32.2973918154, 75.9193",,NURPUR,KANGRA,HIMACHAL PRADESH,,"32.2973918154, 75.9193",32.2973918154,75.9193,3,Highly Vulnerable
"32.4386083847, 75.9509",,BHATTIYAT,CHAMBA,HIMACHAL PRADESH,,"32.4386083847, 75.9509",32.4386083847,75.9509,3,Highly Vulnerable
"32.629353715, 75.9896",,SAL@NI,CHAMBA,HIMACHAL PRADESH,,"32.629353715, 75.9896",32.629353715,75.9896,3,Highly Vulnerable
"76.77, 31.3425591897",,BILASPUR,BILASPUR,HIMACHAL PRADESH,,"76.77, 31.3425591897",76.77,31.3425591897,3,Highly Vulnerable
"76.8544, 31.3057324244",,NAMHOL,BILASPUR,HIMACHAL PRADESH,,"76.8544, 31.3057324244",76.8544,31.3057324244,3,Highly Vulnerable
"31.2215205003, 77.0061",,ARKI,SOLAN,HIMACHAL PRADESH,,"31.2215205003, 77.0061",31.2215205003,77.0061,3,Highly Vulnerable
"30.8779293024, 77.0743",,SOLAN,SOLAN,HIMACHAL PRADESH,,"30.8779293024, 77.0743",30.8779293024,77.0743,3,Highly Vulnerable
"31.9469187688, 77.109",,KULLU,KULLU,HIMACHAL PRADESH,,"31.9469187688, 77.109",31.9469187688,77.109,3,Highly Vulnerable
,,LAD BHAROL,MANDI,HIMACHAL PRADESH,"31.98941284, 76.7072","31.98941284, 76.7072",31.98941284,76.7072,3,Highly Vulnerable
"76.8398, 31.3332213024",,NAMHOL,BILASPUR,HIMACHAL PRADESH,,"76.8398, 31.3332213024",76.8398,31.3332213024,3,Highly Vulnerable
"30.7223698756, 77.1471",,PACHHAD,SIRMAUR,HIMACHAL PRADESH,,"30.7223698756, 77.1471",30.7223698756,77.1471,3,Highly Vulnerable
"30.829659654, 77.1695",,PACHHAD,SIRMAUR,HIMACHAL PRADESH,,"30.829659654, 77.1695",30.829659654,77.1695,3,Highly Vulnerable
"30.9465300809, 77.6783",,NERUA,SHIMLA,HIMACHAL PRADESH,,"30.9465300809, 77.6783",30.9465300809,77.6783,3,Highly Vulnerable
"31.0870352835, 77.0925",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.0870352835, 77.0925",31.0870352835,77.0925,3,Highly Vulnerable
"32.6054608587, 76.0921",,CHAMBA,CHAMBA,HIMACHAL PRADESH,,"32.6054608587, 76.0921",32.6054608587,76.0921,3,Highly Vulnerable
"32.069587191, 76.6919",,BAIJNATH,KANGRA,HIMACHAL PRADESH,,"32.069587191, 76.6919",32.069587191,76.6919,3,Highly Vulnerable
"31.6244435393, 76.5381",,BARSAR,HAMIRPUR,HIMACHAL PRADESH,,"31.6244435393, 76.5381",31.6244435393,76.5381,3,Highly Vulnerable
"31.0741771275, 77.0349",,KANDAGHAT,SOLAN,HIMACHAL PRADESH,,"31.0741771275, 77.0349",31.0741771275,77.0349,3,Highly Vulnerable
"31.516297869, 78.1411",,SANGLA,KINNAUR,HIMACHAL PRADESH,,"31.516297869, 78.1411",31.516297869,78.1411,3,Highly Vulnerable
"30.9017981413, 77.7718",,NERUA,SHIMLA,HIMACHAL PRADESH,,"30.9017981413, 77.7718",30.9017981413,77.7718,3,Highly Vulnerable
,,SARKAGHAT,MANDI,HIMACHAL PRADESH,"31.69749568, 76.7121","31.69749568, 76.7121",31.69749568,76.7121,3,Highly Vulnerable
,,AUT,MANDI,HIMACHAL PRADESH,"31.76804113, 77.1772","31.76804113, 77.1772",31.76804113,77.1772,3,Highly Vulnerable
"32.5266914978, 76.1477",,CHAMBA,CHAMBA,HIMACHAL PRADESH,,"32.5266914978, 76.1477",32.5266914978,76.1477,3,Highly Vulnerable
"32.3310784201, 76.064",,SIHUNTA,CHAMBA,HIMACHAL PRADESH,,"32.3310784201, 76.064",32.3310784201,76.064,3,Highly Vulnerable
"30.8960749095, 77.1882",,SOLAN,SOLAN,HIMACHAL PRADESH,,"30.8960749095, 77.1882",30.8960749095,77.1882,3,Highly Vulnerable
,,CHACHYOT,MANDI,HIMACHAL PRADESH,"31.65768237, 77.0636","31.65768237, 77.0636",31.65768237,77.0636,3,Highly Vulnerable
"30.5025816216, 77.2171",,NAHAN,SIRMAUR,HIMACHAL PRADESH,,"30.5025816216, 77.2171",30.5025816216,77.2171,3,Highly Vulnerable
"31.2427288991, 76.9146",,ARKI,SOLAN,HIMACHAL PRADESH,,"31.2427288991, 76.9146",31.2427288991,76.9146,3,Highly Vulnerable
"31.0246286213, 76.9574",,KRISHANGARH,SOLAN,HIMACHAL PRADESH,,"31.0246286213, 76.9574",31.0246286213,76.9574,3,Highly Vulnerable
"31.0880629123, 77.142",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.0880629123, 77.142",31.0880629123,77.142,3,Highly Vulnerable
"32.1100463488, 76.5344",,PALAMPUR,KANGRA,HIMACHAL PRADESH,,"32.1100463488, 76.5344",32.1100463488,76.5344,3,Highly Vulnerable
"31.4730211726, 77.5636",,NERMAND,KULLU,HIMACHAL PRADESH,,"31.4730211726, 77.5636",31.4730211726,77.5636,3,Highly Vulnerable
"31.1573310772, 76.9179",,ARKI,SOLAN,HIMACHAL PRADESH,,"31.1573310772, 76.9179",31.1573310772,76.9179,3,Highly Vulnerable
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.61062522, 77.2816","31.61062522, 77.2816",31.61062522,77.2816,3,Highly Vulnerable
"32.266176586, 77.1884",,MANALI,KULLU,HIMACHAL PRADESH,,"32.266176586, 77.1884",32.266176586,77.1884,3,Highly Vulnerable
,,BALH,MANDI,HIMACHAL PRADESH,"31.61029609, 76.8319","31.61029609, 76.8319",31.61029609,76.8319,3,Highly Vulnerable
"30.8680780824, 77.1663",,SOLAN,SOLAN,HIMACHAL PRADESH,,"30.8680780824, 77.1663",30.8680780824,77.1663,3,Highly Vulnerable
"30.5957751103, 77.4935",,RENUKA,SIRMAUR,HIMACHAL PRADESH,,"30.5957751103, 77.4935",30.5957751103,77.4935,3,Highly Vulnerable
"31.512075159, 78.1657",,KALPA,KINNAUR,HIMACHAL PRADESH,,"31.512075159, 78.1657",31.512075159,78.1657,3,Highly Vulnerable
"32.1612260128, 76.2162",,SHAHPUR,KANGRA,HIMACHAL PRADESH,,"32.1612260128, 76.2162",32.1612260128,76.2162,3,Highly Vulnerable
"31.3937730228, 77.5927",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.3937730228, 77.5927",31.3937730228,77.5927,3,Highly Vulnerable
"32.7517269152, 75.9966",,SAL@NI,CHAMBA,HIMACHAL PRADESH,,"32.7517269152, 75.9966",32.7517269152,75.9966,3,Highly Vulnerable
"76.7899, 31.2680554144",,BILASPUR,BILASPUR,HIMACHAL PRADESH,,"76.7899, 31.2680554144",76.7899,31.2680554144,3,Highly Vulnerable
,,JOGINDAR NAGAR,MANDI,HIMACHAL PRADESH,"31.86692517, 76.7275","31.86692517, 76.7275",31.86692517,76.7275,3,Highly Vulnerable
"30.9699852721, 77.2427",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"30.9699852721, 77.2427",30.9699852721,77.2427,3,Highly Vulnerable
"31.2362591029, 77.9103",,CHIRGAON,SHIMLA,HIMACHAL PRADESH,,"31.2362591029, 77.9103",31.2362591029,77.9103,3,Highly Vulnerable
"32.2663101482, 76.2297",,SHAHPUR,KANGRA,HIMACHAL PRADESH,,"32.2663101482, 76.2297",32.2663101482,76.2297,3,Highly Vulnerable
"32.459747828, 75.9334",,BHATTIYAT,CHAMBA,HIMACHAL PRADESH,,"32.459747828, 75.9334",32.459747828,75.9334,3,Highly Vulnerable
,,DHARAMPUR,MANDI,HIMACHAL PRADESH,"31.80611974, 76.7495","31.80611974, 76.7495",31.80611974,76.7495,3,Highly Vulnerable
,,AUT,MANDI,HIMACHAL PRADESH,"31.76970855, 77.1916","31.76970855, 77.1916",31.76970855,77.1916,3,Highly Vulnerable
"31.1858423097, 77.6766",,ROHRU,SHIMLA,HIMACHAL PRADESH,,"31.1858423097, 77.6766",31.1858423097,77.6766,3,Highly Vulnerable
"31.622347548, 77.4465",,BANJAR,KULLU,HIMACHAL PRADESH,,"31.622347548, 77.4465",31.622347548,77.4465,3,Highly Vulnerable
"30.8870381729, 77.6249",,NERUA,SHIMLA,HIMACHAL PRADESH,,"30.8870381729, 77.6249",30.8870381729,77.6249,3,Highly Vulnerable
"31.1166841292, 77.5258",,KOTKHAI,SHIMLA,HIMACHAL PRADESH,,"31.1166841292, 77.5258",31.1166841292,77.5258,3,Highly Vulnerable
"32.5608286996, 76.1216",,CHAMBA,CHAMBA,HIMACHAL PRADESH,,"32.5608286996, 76.1216",32.5608286996,76.1216,3,Highly Vulnerable
"32.1823459604, 76.2967",,DHARMSHALA,KANGRA,HIMACHAL PRADESH,,"32.1823459604, 76.2967",32.1823459604,76.2967,3,Highly Vulnerable
"31.818284009, 76.5864",,BAMSAN,HAMIRPUR,HIMACHAL PRADESH,,"31.818284009, 76.5864",31.818284009,76.5864,3,Highly Vulnerable
"31.3195681271, 77.4984",,KUMHARSAIN,SHIMLA,HIMACHAL PRADESH,,"31.3195681271, 77.4984",31.3195681271,77.4984,3,Highly Vulnerable
"76.5392, 31.2967241107",,SHRI NAINA DEVI JI,BILASPUR,HIMACHAL PRADESH,,"76.5392, 31.2967241107",76.5392,31.2967241107,3,Highly Vulnerable
"32.0015039887, 76.1622",,DERA GOPIPUR,KANGRA,HIMACHAL PRADESH,,"32.0015039887, 76.1622",32.0015039887,76.1622,3,Highly Vulnerable
"31.1477244671, 77.3612",,THEOG,SHIMLA,HIMACHAL PRADESH,,"31.1477244671, 77.3612",31.1477244671,77.3612,3,Highly Vulnerable
,,PADHAR,MANDI,HIMACHAL PRADESH,"31.86672259, 76.8693","31.86672259, 76.8693",31.86672259,76.8693,3,Highly Vulnerable
"31.5670887933, 77.9968",,NICHAR,KINNAUR,HIMACHAL PRADESH,,"31.5670887933, 77.9968",31.5670887933,77.9968,3,Highly Vulnerable
"76.7722, 31.254764606",,BILASPUR,BILASPUR,HIMACHAL PRADESH,,"76.7722, 31.254764606",76.7722,31.254764606,3,Highly Vulnerable
"31.7184470703, 76.5584",,BAMSAN,HAMIRPUR,HIMACHAL PRADESH,,"31.7184470703, 76.5584",31.7184470703,76.5584,3,Highly Vulnerable
"31.8435275733, 77.1395",,BHUNTAR,KULLU,HIMACHAL PRADESH,,"31.8435275733, 77.1395",31.8435275733,77.1395,3,Highly Vulnerable
"31.9429548625, 77.1074",,KULLU,KULLU,HIMACHAL PRADESH,,"31.9429548625, 77.1074",31.9429548625,77.1074,3,Highly Vulnerable
"31.5456551983, 76.4831",,BARSAR,HAMIRPUR,HIMACHAL PRADESH,,"31.5456551983, 76.4831",31.5456551983,76.4831,3,Highly Vulnerable
"31.5168234337, 78.0967",,NICHAR,KINNAUR,HIMACHAL PRADESH,,"31.5168234337, 78.0967",31.5168234337,78.0967,3,Highly Vulnerable
"31.0441357782, 77.0661",,KANDAGHAT,SOLAN,HIMACHAL PRADESH,,"31.0441357782, 77.0661",31.0441357782,77.0661,3,Highly Vulnerable
"31.0929835671, 76.8318",,RAMSHAHR,SOLAN,HIMACHAL PRADESH,,"31.0929835671, 76.8318",31.0929835671,76.8318,3,Highly Vulnerable
"32.2301474311, 76.0762",,JAWALI,KANGRA,HIMACHAL PRADESH,,"32.2301474311, 76.0762",32.2301474311,76.0762,3,Highly Vulnerable
,,AUT,MANDI,HIMACHAL PRADESH,"31.80410045, 77.1889","31.80410045, 77.1889",31.80410045,77.1889,3,Highly Vulnerable
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.67936774, 77.0654","31.67936774, 77.0654",31.67936774,77.0654,3,Highly Vulnerable
"31.4019330999, 77.7983",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.4019330999, 77.7983",31.4019330999,77.7983,3,Highly Vulnerable
"32.4984754635, 75.9252",,BHATTIYAT,CHAMBA,HIMACHAL PRADESH,,"32.4984754635, 75.9252",32.4984754635,75.9252,3,Highly Vulnerable
,,AUT,MANDI,HIMACHAL PRADESH,"31.81988225, 77.147","31.81988225, 77.147",31.81988225,77.147,3,Highly Vulnerable
"31.7798548361, 76.2253",,RAKAR,KANGRA,HIMACHAL PRADESH,,"31.7798548361, 76.2253",31.7798548361,76.2253,3,Highly Vulnerable
,,SUNDAR NAGAR,MANDI,HIMACHAL PRADESH,"31.53944188, 76.8834","31.53944188, 76.8834",31.53944188,76.8834,3,Highly Vulnerable
"32.6711532498, 77.2153",,LAHUL,LAHUL & SPITI,HIMACHAL PRADESH,,"32.6711532498, 77.2153",32.6711532498,77.2153,3,Highly Vulnerable
